# BodyM Data
# 
# Data from:
# https://aws.amazon.com/marketplace/pp/prodview-w3762gcflmhzk#resources
# Human Body Measurement Estimation with Adversarial Augmentation
# Nataniel Ruiz, Miriam Bellver, Timo Bolkart, Ambuj Arora, Ming C. Lin, Javier Romero and Raja Bala
#
# Training hwg_metadata.csv file
subject_id,gender,height_cm,weight_kg
nqv6bwK1uqNLONZs9FpR9thlIWuTS1qH6GJE7dMkFQg,male,189.0,93.2
Vf7Yx7KhVWQ4JpCSpF5g5eBpDiVa3guZqMhUyzJfvnA,female,160.5,68.2
xcfe_6tpoBQhft1CICK_W65_X7M06TELdwCdWN6mX30,male,179.3,85.9
nVpOVrjB1lX9c-PX6KRkqdy4OFCNZVUXPMt0NrbfYcE,male,177.5,57.0
6OyrNhRxOPZhUfhgHqZ0C1ye467qSp5Y_SzQfTTZbm0,male,185.6,90.6
avnvzZqP3rqGl9DaZIZwQYzRVryZMGrNRvQkmsxyjTw,male,175.25,82.85
k882U8w3gMLFKWB3D9a3W5DsMBYXoCuZPXFJxIDU38w,male,181.9,87.8
foAXsyM76uW2KP7tYzPGq3CpbaAb0YYl-0ByjoGVKrA,male,193.4,96.4
D0eXN6wb19lyHGlE8OOTBR6Xn7qPtrQIW_vZqXHps2E,male,179.5,86.0
7on0Aq8zXDK44F64ewSKeu7qCBgj0BNwUKgIl7UlD6I,female,157.9,66.4
S9GE5Oya-CqVSz_DNHS-sQr_2CemlLY7amKdVrsk2e4,male,182.65,88.3
WzKj_ING7wAOgTVE1DtvzhKEd0flOChvV03k0uXF1kY,male,178.0,84.8
me6W9DDi6oFf_-XnSWBG6DodoIp9UmCyc4sX73d9NUk,female,157.0,65.7
nh_ZxN4DvGlwanngZgV37T3RcojuHQnZE11sWsIw6h8,male,171.5,79.9
rOQGLF0OBGELMkPJY-JjgIMCcUO2PYAMdhMRVi_kpBw,male,179.0,85.5
_UYFK5WvPa-P2sVlG6NW-1Y2qvu3qWvmiJerfsvEcuQ,female,167.2,72.5
d-D6hRvXeP68ivQLxyl4KmYSzEyzUS5qcqsxrfwl_4M,female,173.2,76.5
aLu6gFXmE9MOBg_BCBJk3IrcDewI4c1P2Nzs5jCcxHk,female,158.9,66.9
GdAL26FVkYc_vRMzKGgIyOJBR7pwxqyP1ucDJUvZruk,male,170.05,78.75
iiW5QiSF0xKXDec2Xb2K9oFXLrQz70LWXUs0LezwEFY,male,174.0,81.7
if8bNB7-hVwhguP4rJr4q3frJ--di4y6zogDzHXRY3k,male,172.0,80.2
i4DL4-DHZELmYD09WqN366geaJQCOSt1TeXKhCGeoH0,male,170.0,78.7
BFc5dG2exM2V9y2QL5ACK_YqmXrT6_LolirPXkZIJBE,male,186.6,64.05
6DygBssi3bh-0jbhhfaeZGOZwojzTtHGQW4mray-UaA,female,155.5,64.6
59bc2767681516389ccf45c0,male,152.5,65.55
bKG2xwP1AuFbvdV60lDpmzX4eLm3aqfkBXsNxXa5pvY,female,168.65,73.35
ApDFanKIPc6JqHd_e9JRDA9_V-Th51KFbTd5PhChc2o,male,169.5,78.25
un8lHY8pzv7e8SOSo44QLNdPD_PcMp_hHnBEvkCNALg,female,168.4,73.15
AF_6MWdI2jDoTYURBGrWe2xm92IlwYc9HPU6jIybQDk,male,179.5,85.7
znV8NwKr-DTODq7msa0VSj5UNzp0auGG11oGWYIzWlo,male,152.5,65.5
1w7nIkCw-64YGiwLF-t2TG5W0gw4m_--U4AGmk8epi0,male,179.05,85.35
_Zl7SW6NXxa8ZF6BALiIQsWPGrAHlI7HP-jlNJJgMDs,female,183.5,83.2
1wnLRnKeD8J_SZqoNj8SaPzM4QHxSYwdhIuPtXyMFfw,male,178.0,84.5
UsHxK4GM1sZ4DfjJJoR4coooeTeEHL9c9wv6eapiPmQ,male,172.0,80.0
rb3jDSFUBedt6RwCFpsqYMWbUev_VfQHdsgl53MsB-s,male,175.5,82.6
oHv-WsmLya2pGjXGy7Mwj9Zcw_Wh1D7VjiZDysIuTL4,male,186.2,90.6
TW6ZaAGWau_uKoWlAo0V68CkLwuOtK7LynFsYNKLZNo,male,190.5,93.8
n0KH7rUQ0xDsKC2jKU1jnzAUJkk2qOWyDQP0EJFd6-k,male,175.0,82.2
WhU8VaDLnxRm1FAXSFk_z3b00WFeaxuraFMJ6fn9w48,male,171.0,79.2
RK5u73TC2KMl2qXLHIRhgKpCbt9AOfntD0lnBYWCxQo,male,188.0,91.9
dfAi3WWpAhDCTklcMbrId_SBtZBCRCiJz-E2GUW5kbU,male,174.5,81.8
QeM2XorlxNq4QlazMs-7rhh0gSmxLTaOiQHR6S0dxxA,female,168.0,72.7
AVuZ9mUs33ut1kxRBTAy5aqL5sjjBnIieerhQKSVEN4,female,162.5,69.0
aZWLWFUx4uySFGQJReSn05sW29GSinEAuFl5IoqieDo,male,172.0,79.9
IobbStbutxAR7KpE4p6lisXd64G60dx3H9W1Wa4_8I0,female,162.6,69.0
ltfgjZ159mAtD6e8s-nXozz-iUWaVDJ0WrHt8ogs4aM,female,158.0,65.9
ZiMMtSacpQgQIoioAnwWWaVRYuiFo1DJmxIHJNzHTow,female,162.5,68.9
_h3NxZ4o4i7TmT1GAu3-DlhEa6rVb2VQa_sOWklmwgg,male,183.0,88.0
n4BK7cRJclRIbsDzzYnvMCsuAwJrnvrM8RS8dgUrkyQ,male,188.7,92.2
0x-RaRStbYT1TxaqugxFubx4wwvvxaS4S4RXnEdxy24,male,170.0,78.2
VcmahEYVpQrUE-nues0J-16TIGPVG1bCIpDG8YOLRSI,female,157.3,65.3
3jiT5VXoF7XsjFrpxd7yjRdPORLXRC9yl-frqqzegzU,male,185.0,89.4
WHORlP5ldqUSBwo1nrbHrtxQReTE1yMNz9uZg49y-H8,male,170.6,78.6
tibhUXl23UjFiLcOCFF99gGi_lX0XzBwAGIwDOE6Pt8,male,180.5,86.0
cqGsjHQXbJ1x_kF1tBkpOIAet5Re-zBmMsy4uLVhAHo,male,174.5,81.5
kgpXTC6Xsq50_lio5aem8f1QeSKqK_A9n0inA-1A8B0,female,169.8,73.6
8V2XqdbUy-kI5tyySGrKNQU9XbQ8KoL20g3rt2vNSN4,male,175.0,81.85
BKcAmykBFFMpHkcQ-KJDzk6tPQ3ZsodfDxly726gHlg,male,179.9,85.5
BaRhVKbybxHkz7yGjtb8pPddlUs8O9qoQlvhJ-aVy6w,male,181.0,86.3
ubVAitnCo_I9HO37k8svKgawcY__4zv3ELSGh0ktRL0,male,179.4,85.1
18UYtlOrWXTtl9rdyTZn15jBQQas9SHzofFmCJwC3Xw,female,159.0,66.3
THEwqU40js1n9THdzHKyVX6jgnrohfzOOWqALF-UYFA,female,159.75,66.8
azlJZ02N1pu_ft2SXlHSyrLOu3BXofPu2BsKi-6HRe8,male,170.75,78.6
9REhywajso9jyHbIAggzDH4bfnCeoPS41C1DjrPDkb0,male,176.7,83.05
Oou9zXqnLOriTu0LP3ndMcnjJTQb2i5674RjAxO-t7I,female,153.5,62.6
3dexwlFNR0_Q_g3P3X6qYvlJDqalSsaRUSW0Gb9ARxM,male,172.7,80.0
-sHYg3xM3uHrzxlrZ2to6JCRvfCROFtdR8BoEarbu0Y,female,175.4,77.2
5Tn7zQrKtW7V0DAU-3OJp5g3Rxq5NWe7hID64A-vgYA,male,174.2,81.1
bt83HhrkEtECc5zsfh3QLofyfGKlq3pMdRJAASFAkP4,male,166.25,75.15
vWFlbLfTUjToEddPoRHL53oszliCsgJnRA3DrfUfNZo,male,184.5,88.8
AWTr9jz168GTtnjbrdysCTk07lCDRKt7xoyPExsYJbk,female,160.75,67.35
C4lhsTVb9LE9gZst01WWtbVCB6yRT6AIZlzghAXpFaQ,female,155.0,63.5
YyjnHZS606s2dZorhsH75c7VXJCLRZj-cB-4GLn9X90,female,165.2,70.3
1wP6j4QiFLHGuLAm_s4df3xbuRn7c6TAX_N415huzDg,female,175.0,76.85
rtGBTi9ZE83FssWFBZJvFi5v52WDBjqIzHJqfhYaDRM,male,156.0,67.4
mnuSQko5b3nfT6pXHFHQCfqFEfgbT-1Ejvb3Ywt_Gxs,male,182.0,86.8
loDW8BPQvxL-u20OmdRtorKTBUD3qagDBzTDsJvnZTs,female,169.4,73.0
tb08T2fxSToJ6i-7Xh8ezs1aDkWoYFOOSqqI7AVSUQU,female,146.2,61.6
wfK9NCsWMRzQ9jWY63Sm2F3GCV3420MkC2-UolPBAR4,male,175.0,81.5
8ZfHrEcyQrHW0VUJE_PbKKjIQdV5SEBKuGczczf3QzE,male,178.0,83.7
i1m42dBATWv5brrfK1nzbEo4BlF7jkYn1vIrHFfE78U,male,186.3,89.9
4xR1BQMUliASz5DzVmk8q0l4OJQgvQQWttCNSDAxQK4,male,170.0,77.7
GUs7AZWemh8euI1tdR7BnHQ3M_zQO-TpuTXgcj2YENY,female,165.5,70.3
YFiBSxT698Q22i9C09EjlFp3LZMxGLDdGWP5Hb_2E2s,male,189.0,91.9
mv17v5Yut6vxJ99d7SMo7-yJ5OG02y9QWcAUvlYwN9A,male,173.0,79.9
_8Xwb8m26YfSLXyT3W3ktgvdeUz2ecTolNqd6uZhCQ0,male,183.5,87.7
no9mEnb8NFxLiMBVByg8fUEehgDTcxNt4M7NPIi_gVw,female,166.55,70.9
WVAT8JT-hegMDjWoKRevML3YbI7mDVtSXlQB0J3ec70,male,176.5,82.4
WpGCuir1SZ-mwFiDAsTdaB-71ihtRn5pHJ3Xt9Iifi4,female,168.9,72.4
rzu2ZrU0Un51iqokosFv06qyd8NnxkFc2PtpHTqQmOU,male,166.5,74.9
_u7Z0BwCME_s7MeKU31grc_GKZakyHju8ixEzhKNvDE,male,180.15,85.1
Hkq_WsP5mOrOVNRaYJLjlNihpJ00fORUWuN3zSwUm-o,male,181.5,86.1
FtkKahQT8PBxplm9wrVH-dSoQTvozlx_jTfWxbcWQnA,female,172.0,74.4
olebiZEFHBIYnjmdGYj2D11Xweg7woG3LoXZ3xeSfIA,female,164.4,69.3
gYUig33g91bGHlDv7hMbbsZaExw64mAP4JziIM_kX2Y,male,182.0,86.4
ebP8gLwO1dYeohE2_RA3GKGiJLLPFp6M7Ly_YH2ndJc,male,182.5,62.3
jHEARYzMUa9wBdlLcqTJsR05fs8ZnjljE8uwldMt1UU,male,184.75,88.4
WfEyscr3BgX5veF7fb5Mj0lfu6YSDsZGL3GwPMuVyQw,female,153.0,61.6
M9VAAnHg45vZQEy5PFtkbS_mlS0KKYpuUVM_rbe3jXA,male,182.0,86.3
CPLbY6ZD-pyFOqduSW9IFPmHCFn5PSATTg3653t9Dbw,female,169.5,72.6
_LTk-GvAMkoOAvMETPr_kc7Yn_IwlKCobBCXFW3NxSo,female,158.0,64.9
H5bknoN0C0lLje6-NMuSk0boQrWDmbQjhK9OdFBs65c,female,150.0,61.15
1dEksCPtmvHdXrxX4eFMK4g6U1mVMc1Jln7Xmw4Mhl4,male,170.0,77.3
qxaAxeRsvyxj304VJr5dNo6GRTvgg9Bdp_kozDvu6o8,male,168.0,75.8
mOF2Iw3AQtVD-ztvPCXD16TRq_eNshWti4w2kxpGzuo,male,179.5,84.4
8Q7D5dDdthAM7BK240hEoUVK5Pt2vt4sAYCjNn3e5i8,female,157.0,64.2
qO2JJJ3Ee8e_vihSLCUd_lLPfQfBkBsw3tFVMmy94MI,female,162.4,67.8
E7nVTJrt4u_NE0ng5HgEB-JnAxOzuZvzYqwUfliS1Yk,female,159.0,65.5
w76W76Ab73IGN31Vw6kDRj-8VR_KOJsTO-UW1jFFRZM,female,163.7,68.6
fzWAV3k0x3JqWMieJthp9mwOPXafwkry2mpHJZ6pk70,male,181.5,85.8
bMHM7SdGME-vAeg4QMc9bvY3jgg3t360D0VHzjHE3jI,male,175.5,81.3
OAbrCqaAW3pJE5CZ4IQFZbVuacN5J6rhE7eBJqme8HA,female,172.0,74.1
a_a3ejfYizcRKWqDSs54iUVtKnYhGq2gywiOGeCSr8A,male,172.5,79.0
iGQZ89E77m1umT-jDsz6zAS5T6qSB8b8acq6YsHFfeg,male,182.0,86.1
wtG3VS1hbhCZ1uA_tfz0jjFmWwxHJlmT38Kf-6if8kM,male,178.0,83.1
MRRpwL1LnxGuSlgB75qZkvbiwBOg7an478NWRRJhFZg,female,164.6,69.1
uBAsKRfRm5MXsOWXJqfSC1WAeKWdaj0Oo6x4F_eWJbo,male,181.3,85.5
lYIW_RGcYd5D7RCfzAn0ZadwEJnbSCD8p-_uq8W4-8Q,female,164.4,68.9
bzAAtfEYTvcUwHDx_a0yjF5OQfTSli80mnRsIYujCns,female,161.0,66.6
9XOBx08BW9pET4ZXxgXqQtDDuEo5bdVjbEiOOJqJ4_A,female,163.0,67.9
JcG4QthnKpr52tuEa9H_hlFSHDIe03EW93l-5RLsv4E,male,166.25,74.15
LhpKk8JN769XdQ3ri6vIcmu9Uu2zEIgxyqbrDnHLQD4,female,159.1,65.2
8lrTWVmtwtJGPW_DSzp4TFHjNcFRAs7IJczSOvygXpI,female,156.0,63.1
OXlS2SZWh3sRr98QBvGxTZKQBDa5h0TQOcSKd00noQ0,male,173.5,56.1
T5qOIIFa4FfGskIBVM5n3NdjF0HG7GMhg8i-xyq7wcY,male,167.0,74.6
k_ALk387TjLFRupaBKTlXxUjpZ-78TijOn7Y3Z_7BVQ,male,174.5,80.2
Po01HpDqWRcl6Y8hblHM1rATImORptJPZ4SeIfk_UjE,male,182.4,86.1
YS5aGZA0BXTamVHrllyaxu1KEQY8N3OSp5T7T4SMRvA,male,182.0,85.8
WqLeG39SwFanNS47fW7V8DfBEODEH6TXt0eU7eGJiCs,male,163.75,48.85
Hkc5qj2g1SaGLJ82HJpSaojJKyhdF-XXeNxUq0hMZrM,male,175.5,80.9
E8WLBaYIqWR3uHCUsVekRY8KnMNDj7SB51vc-YQ0M-A,male,175.0,57.3
GcZhyDSNbtxmLBhHArlnq9FFr5ZheFVWdHOuOCSmcEQ,female,151.1,60.6
B_HmsIJRHhy2Nz0cI3egjmWuu1BAEsxE__E_yjjxaXg,female,180.2,79.2
qYlb2EfOLZbw-sluXUOq5gcJJqpWXrFDdguVbtfB6Z0,male,180.5,84.6
R4S5zQac3r9UwZ_mkT3I2J0p1Y842bOqrn8bjy7pbYs,male,165.4,73.3
n0yOtw6cF3IUIEvaR2AhQHWDOeeF7ZRxRTaGIh8Osj4,male,170.5,77.1
6EfPJh7fgmLut392y-qHjFx3U4_cr7FzqXv9xXBfIn0,male,179.5,83.8
F62bkPo2vAFFkdRq_QK_2Vez9YTohUvOij_OAnI7Ysk,female,161.5,66.6
Wd8nygvDtDRTxX3Jom1rKIp_h31fMc-Yo7UueR_elsk,female,163.0,67.6
ixUxwoOqsP_X2vyVERFWgsytvW-LnVNKzsGH0qyqMIs,male,167.5,74.8
p9UBBzONdLw1-ebQJIVkn4mDOHLN0qQx1RnWnqksvu4,female,164.5,68.6
m70ndgfKAM_jHaYlk3InxW-JioR7M7Jrv51fu-wGer4,male,165.25,73.1
uiYjbCk669ecxx2gO_QOYEwq_tM2ysdwnJYC6LCPHws,male,170.0,76.65
yQJHEnCXuh-Rkejoihhlb5cQH_Px67F8YR5GqeEs2Sw,male,169.0,75.9
ylydQRqBfuQBAQhD2gWLuWSASwd-yNHmeB7ptrhMz5k,female,161.25,66.4
-ENkfo777FGDxVRXMHmkujRtZle23u0_smgNc2pQuUY,female,162.0,66.9
ZBQJg_JdaSMt2lMru1d1MZNNA1waMUIEbPppFScmQlQ,male,172.5,78.5
Za9rREo_EA88y7nYcGcRqxlKo8Xpkiie0Raizdbntk0,male,185.9,88.5
D5MgCWoXZKaws5pwM3efCY4J9t83gTcdmS5xWrTg-y0,male,171.5,77.7
kxH9CwuvoCoy93lDhjDtkA6vwDpKxRo1t6KirECKe5k,male,184.5,87.4
C_1f3G-Fy_rRM0SHkTaT_pe2C-1nph4BWwNGS3MueH4,female,173.0,74.15
q9BBi3lldQ6SpNgO0ZLVR1HF0zJ02OowzMoPc03_sAM,male,180.0,84.0
ZfLObk9jzT5gMkUV1M-Y0HFBX54iXkwgIj25CYL_B20,male,172.0,78.0
6j-1bjbi494bwHvPS-8bNxkoPOhhRy0Tqby9uXPco5Q,male,170.6,76.95
b8QMVZASbEi0rhVc6keOvzhxxr-kWjjm6k2WH7f9jVI,male,179.1,83.3
K_XRjXOCXSNFbOi6A27GCI9PJMJSmSMRfacbG6YGYtg,male,166.5,73.85
hiLbPtVcyMMB3zUdzjdhu-M78PXMUByh506hkZpqzgY,male,175.0,80.2
alqJXcX3mknvjkZRqUwW2rl3GtU0acNIHRLdJ5HpROg,female,157.6,41.2
SBAJJtSt30mW6d7I0tcNAfCArXRNzOABCb1TY4qq9N4,male,168.0,74.9
LIZFonGXPE6zHm2vvXFEn-7NojsZnLo5XQxnYr1eG9c,female,179.1,78.1
R2dKfCDJQHFZH_8b0YP1p0k_uYowFNx37BmijYalB7M,female,154.0,61.3
jpgaGazUIlQUQgPVb9GkoI4MehoxzzBuqz8lg4qIKjs,male,171.1,77.2
zD8Kt_2XqRhXRFHZpvkIk57EYMtTCLWPALjAbFIKfo4,male,173.0,78.6
nPHamFdUaSXyGPPAPw-ILDnnHjvnHkP-T5IiOOC0Q_k,male,184.0,86.8
eGqpwq4C8Q0UwSePXwyWeFMs3EPklDWH9OahJW7YafY,male,174.0,79.3
HM63rotbsur7xcwJYFHaZnmt1PXSXKkHARPRsNMcLXM,male,172.4,78.1
Ivrs8ftoE3vUVDxW8ck98It03rOa_Dv5WI2KKizXFVs,female,157.0,63.2
C2pXz4i3cHo17Qg0CiDg0JrK1Gex-MV08Vl3C2d6h4k,male,174.25,79.45
jnqncBOcs5waiY4OSoenSOGEQFHVoxdQNVbP4Hu1d3g,male,173.0,78.5
rqtGE9A1rD3A4SmA9Yqwi30ipbXcpspJpBDoRyiBUR0,female,170.5,72.2
1FlMko83MyFjTP3omeOx1W4681uhSXnoRR3033NvgIQ,male,169.0,75.5
akyAS_GhX2cXENx2vaAIO6YpIbz0uleQzFh63PFBN58,female,168.5,48.7
xKwQ25X_cBlo4v_7JJoYN9jWSY-MyA4C9QMM5xviELs,male,187.0,88.95
WfGr_MS0K0pPWOJNdTxvWHVyCEhHJ3ZPNJ9W8wfCuAI,male,186.0,88.2
o4H4g9fCPDr3Xo2y94JrLOdXILEkFoThmXshoJIlXNA,male,177.0,81.4
59bc276a681516389ccf4702,male,184.0,86.6
Jl7P3QEvzUYthLKj4GKVLYxq4aeEPTe7gpr9L9XksqI,female,156.5,62.7
q68ers8KpX1SPgX0jbGF-cK0SOLGfikQ_tJlyhVGO_Y,female,154.0,61.0
GpkhlpuszLjuM1kxQYLm1dTntansHENN0m19dOGMrZE,female,158.2,63.8
olb1KgewwcknV3nvvfqj3tJrItnXb0boVYwQGAC6dAI,male,177.0,81.3
ASEvBkXrwsRq1uGPl2JEewV2FIl0v-eKHpgxNjek2Xk,male,177.0,81.3
mPEeKV6ayBP8AZEpSrOlZH52Y5hGFzTp28UEVFaivvc,male,179.75,83.35
NVE9XUtowWXyTkBoYYC2zJkcJKp8Mwf2QbGc9D5CDGw,male,171.0,76.8
3IuFMuxOGgrsnMzvxLln5FuovY0dDmgrEjYVS478NbI,female,170.5,72.0
2WFZf0LKl0M1kOXccb_Yj4jpwvNPuOzVKrIwHVC795M,male,174.5,79.4
59bc276a681516389ccf4711,female,166.1,69.0
YGcZ3h3vEPJuVKDUTJ5H3JOD0o7baVKmYJC6y1TpMto,male,152.5,62.9
kyz1oqvKhlrRuTU_bXVI1qgTBQkB6FqPDJLRCm7WysU,female,184.2,81.1
taHC-Pu6QIN7Hwnm8L-LKUT1djCbnSzOxBA9OiofoDA,male,171.0,55.1
Xs1k95LUvS_o-PlyPIppzxN6t_qt3oPuTjBvwInL9hA,male,171.5,77.1
Orbyk3iPXYvSdz9sJJC_no7TvLkGljXwfgP7phGtk0I,male,181.4,84.5
uLc90kNvde_PqSGhEhwm7s-hpzM4y8fj5cu2OcSZxIM,male,179.0,82.7
HIC3Qs6HRI8zNC-w8L_G9cUrLk7ZyViJ_CbJ7D_pwYk,male,187.25,88.85
oP_caYV94VClEmcKqdXPcwfMeQYmYdeW5LbFijNGoDE,male,167.0,73.7
Lj94Dw3tjHhOcMKc7jYuqh4pxx6aGWI_BJ06yNf_IxI,male,178.25,82.1
cts6sjxMJvpX1LXTK5l0orU4IVjqzFjaYIeAchvtqn0,male,166.5,73.3
VoN45rmK1MdMFGVMbMMY5sS5AZxznZl1BFput-G8gdQ,male,181.0,84.1
cpO6yRB1L2n-PLWT8a8Dlx1fTqWZw-KVtRFn1lkoYHk,female,152.0,59.7
cbi5o8uB6vm_EucKeEnWr7tLbEpxDuXkedWMJRE8bVs,male,160.5,68.75
SiuORojzbHGW8rsuEbvKA_geBv_0RAciTzfgntReouU,male,176.75,80.9
WiSXmPXCqXdb6gVTtmwgDi4_tWZ4pOJw9ueu5aVA824,male,169.0,75.1
vdvTDSjhRKHZHLUlzHJioKgrnnNDEyfmvq1ao3LurbA,male,176.5,80.7
9gXNSs0fKryeE1p3HbJYSkH_gv_ipvySjQrz90dRHN0,male,178.0,81.8
51HidTEgPHaEqb36iJpyrH8_lPnUIXZYtl-DuWSj_4g,male,174.5,79.15
BWyBQ-edyHyT2dvptC8hXDEVUelbmFW3KQdWMldEqTo,male,168.5,74.65
JOSOCIcE1LYHt9ifJhWLxEDauQpJHyLkMfHJcOt5Kvc,male,181.0,84.0
RgHFQC0AYP9O4OaJAasa1xVK6RznfIPHAI0nmCFiehA,male,175.0,79.5
UZdY-KuWhdK1t0H-PbopQu2nhsyPOPXHt70KLbsf5P4,female,163.5,67.0
nz2mzZAjLRJlu4yf3pLDwxKY9gL_sw_FVCWP8PyNSRE,male,167.8,53.0
5YTAOhzULmQZbDyi-Obff7wss6yZSSC3aL5e1gYje88,male,179.0,82.4
UWASPgFJuSCTGcnhDbYA1z5msuGUFK9E6KGdBVxT4yw,female,155.0,61.2
QD6ovtOw9zxOZ6WdyfubnDySb43N6CMB70x5nzS257U,male,182.8,85.2
XAzH8SCVMskROSgnRfbBEfk7xKkGQAnoauOQ1QfPFYg,female,158.0,63.2
cwqYfrGaQlGVOCmAywhQpB1MSITNma9hzvJGq6g6deM,male,176.0,80.1
5hQbSphla0B_izpqBLN1pmev-FVtgTs8V24q8TKdfT0,male,172.0,77.1
e7kJVrTl7RY1OlQBLCaoKeodTVpcv_hDbj0YT7b0vrw,male,179.5,82.7
aPk9GVQJl8LQpsO32x2Ge7h-yysVmZYxKhRcDy0eT_s,male,191.0,91.3
pyuLlOYPSylmUA3brMMlIpsuuizSfDnj7U_OmaMT1A4,male,183.0,85.3
g6Hmr85PdUW_mFEj4Z6MvlTH6rz548RNd8KDtX7k0hY,female,163.0,66.5
WeeTLunjnmwHVaWcpCGbyYSoLZWKH9CPWmYM5lBzCys,male,169.0,74.75
9Jwy08xvevibs7xzvv9w0SUAsX1lx5HVeEixVJWtWvM,male,168.0,74.0
6MHkDyybTIapywHVfDdNDF9gZ7RnXdRuZsRgej2Jeuw,male,177.25,80.9
07e9Xq9EyvLh2Ub1D-IrXCKwYPbtbcKliFRPevZsW5Q,male,169.5,75.1
59bc2765681516389ccf4523,female,162.1,65.8
YNI8EEAK2R7YYv0plROGkwwCB3MasGFzshlOxqXdv0Q,male,175.0,79.2
skzGOYxbS_sPEDnG9T6PZwaVNso_jWK6KnpeznXfw4k,male,173.4,78.0
yFwn7aVInJZ3B8jS-mJhWYPwTVQHndSgQiahVTBh5fk,male,171.0,76.2
WN5vfoa5N3L_TefOY_LT6EtCWhKor__7LmepFzJPudQ,male,189.25,89.85
Jq1XlswzbHZYGtIleoPLVpREae9PGg2X1p7sBaanq_E,male,180.7,83.45
M6VgD6r_83GpclmUFF5AvByf2g0vZHHJ4KibcKPUz4o,female,167.1,69.1
7TZRKpjUTi7l6HsC5xmyQ9eo2xFkr7qWGvvXepXn19U,male,185.5,66.5
M1muFKjSI5wj9-wBh5LrgBgLuujJ0hpuesndt7O2Xf0,female,168.1,69.75
TXB0Ee-2h2L6uQJlso0-tsOjvxq3Gyo8w4p8piLs4M8,male,185.5,87.0
GDYTyheqqqyHQ1V0nV7Bt4XUO_l96BpxQlBLHbAoKC0,male,195.6,94.55
dkeGTec-id-KqQ6ZACRKErpnr5BkwGwe2KPKxnpIVn0,male,189.0,89.6
5gfj-28LyuYgH-n7VKAyoMTnOYZMpyrEX4-r7kMpPUo,female,161.5,65.3
zIJRdWHg4VGII2gi6UYcgGCRvU9TTPYwZgytyyDF_FY,male,168.5,74.25
ahbimrk50aFcgnJMEcMICxXsz1m2pNVIgrFLyMKhBiA,male,177.0,80.6
1h1YOTgYdWkDBeOowQ-UOSkvmV6JjhMOMvP8xNGMg9k,male,173.8,78.2
bpyWGHqAZ_F8jjeg0pH3UeLMZ0Hp2Afwy9pnuLsQiN0,male,180.5,83.2
YfDcP1ZRHwE52-DyoUNJZ_xr4BI0sgaEwoKRa9PRbH0,male,191.0,91.05
1xb1HyZlruyHo-LV5i4yYBt8JImpxS8qkXIsG6Pabqk,male,168.5,74.2
kLbxk6RYyVTXN9utH5phVjw6H7lc21wfUA1WCZVA7Dc,male,182.0,64.0
TJjX3J-3iPEpXzXvRTGzscpZesSkq8B20bxBlVHSY-0,female,178.0,56.0
5bh-aFAhg94Porc2ppzvDwZ_632VevJMG-wqDz6mEJs,male,174.5,58.4
BNldbDpAydeJs9HMe4pjl5PF65x7iRBWOhN8P6lTKpg,female,163.5,46.3
D5MxWVqkLBI5d_PXrkDBVQF0KdH11UceoNFdxhby5Lo,male,181.25,83.7
UJ-lC5Qr0xris1r9m23uwU-CY5wGgUnWIaa3GuPQXlI,male,178.5,81.6
59bc2770681516389ccf492e,male,177.5,60.7
SvkY2Ysx3MDO_ExWKwetY7tv7FMNABQ7lWEi89y1res,male,161.0,68.5
R2oQsZsj0aVNB5JF8rS1AwZranVfJ3b5YWVVZ1etG7A,female,162.5,65.8
59bc276f681516389ccf4892,female,163.85,66.7
iqh-P4vqGKCTAkySq9mt7oqpEujpSiENp6W7piq4iNg,male,193.0,92.4
hi6qlhy777TGbwo57JVAK1IwxCpuku2Ks7x4qbVzvUM,female,157.0,62.1
lr54cFjU6elmXH8qEEp2x-Lrk8CumglhWnKIoyQQfdE,male,181.0,83.4
fLk2rh4oSbNSv6Vr58BjFk_Qf21Bjlbg7V6-ayJiLAM,male,175.0,78.9
TvWsHx0TePJqwHc9gERhvxdvitxWMiUd62zA6G6Td58,male,175.7,79.4
r51xiWOSHi5mURV_03yspWiI8q1wvlXqwlVn88NNcb0,female,171.0,71.4
nL8SIHTjONEByo1JztFA9AVcjrXz9wOHW4yzRYwF_J8,male,172.0,76.6
6pdpwmyFhQBOKSH4n1ykZQ6BL2tWTf6ddaF_golkq_I,male,173.5,77.7
C0rmfpGsQBjErdJrkM-Y1_LWHu1K4s0L10e3BfcR66c,female,165.25,67.5
nUWW4_KfZICmN5fvwIGIwD0ZCRB5Um_URm1-dET6r-Y,male,172.5,76.9
uq1O6X0Y9q7pFMxvqbCnoSiEGqIGFzL9cptWlRaGfT8,male,184.0,85.5
YwW6NRscPkhUEJcdRaXcc4IPtxUnWRvbayE_BzLpBZc,female,168.25,69.45
oCR2_jIGeAq0IqYJOiompcg3HuhvGx3G8cstwrxai7o,male,183.5,85.1
tEKuOjDmwBoCevtE4mx2nbBN_cLFn20UlJKJR3qwlyM,male,171.5,76.1
B1EmAqa-3fmzu1QK7URXNIRTDCHrCquueFZNV7V5MHY,female,151.0,58.8
UmHgIHN4PrnkAQWznf9jPexwHD8dDbfWe28wIuSDECM,female,165.7,67.7
h6dLO_4PhgepvgtNkD46WhnTIxOsTrxyASLvODgcGk0,male,184.5,85.8
